# Data from the supplement of Markov et al (2014). A weighted and directed interareal connectivity matrix for macaque cerebral cortex. Cerebral Cortex (New York, N.Y. : 1991), 24(1), 17–36. https://doi.org/10.1093/cercor/bhs270																																																																															
1	M81LH	8r	V1	8.89e-06	1	NFP																																																																													
2	M85LH	V2	V1	7.52e-01	105064	Known																																																																													
2	M85LH	V3	V1	6.25e-03	873	Known																																																																													
2	M85LH	V3A	V1	1.33e-03	186	Known																																																																													
2	M85LH	V4	V1	9.50e-02	13261	Known																																																																													
2	M85LH	V4t	V1	2.89e-03	404	Known																																																																													
2	M85LH	LIP	V1	8.95e-04	125	Known																																																																													
2	M85LH	PIP	V1	3.01e-04	42	Known																																																																													
2	M85LH	DP	V1	7.88e-04	110	NFP																																																																													
2	M85LH	STPr	V1	5.01e-05	7	NFP																																																																													
2	M85LH	STPi	V1	4.87e-04	68	Known																																																																													
2	M85LH	STPc	V1	1.73e-03	241	Known																																																																													
2	M85LH	PGa	V1	7.45e-04	104	Known																																																																													
2	M85LH	IPa	V1	5.44e-04	76	NFP																																																																													
2	M85LH	FST	V1	7.68e-03	1072	Known																																																																													
2	M85LH	MST	V1	4.40e-03	614	Known																																																																													
2	M85LH	MT	V1	5.21e-02	7282	Known																																																																													
2	M85LH	TEO	V1	3.89e-02	5433	Known																																																																													
2	M85LH	TEOm	V1	2.81e-03	392	Known																																																																													
2	M85LH	PERI	V1	5.57e-03	778	Known																																																																													
2	M85LH	TEad	V1	2.24e-03	313	NFP																																																																													
2	M85LH	TEav	V1	8.59e-04	120	NFP																																																																													
2	M85LH	TEpd	V1	5.01e-03	699	Known																																																																													
2	M85LH	TEpv	V1	7.58e-03	1059	Known																																																																													
2	M85LH	TEa/ma	V1	2.36e-03	330	NFP																																																																													
2	M85LH	TEa/mp	V1	1.57e-03	219	Known																																																																													
2	M85LH	TH/TF	V1	5.24e-03	732	Known																																																																													
2	M85LH	LB	V1	7.16e-05	10	Known																																																																													
2	M85LH	PBc	V1	1.36e-04	19	Known																																																																													
2	M85LH	8l	V1	1.22e-04	17	Known																																																																													
3	M85RH	V2	V1	7.08e-01	141303	Known																																																																													
3	M85RH	V3	V1	6.82e-03	1361	Known																																																																													
3	M85RH	V3A	V1	1.57e-03	314	Known																																																																													
3	M85RH	V4	V1	1.51e-01	30128	Known																																																																													
3	M85RH	V4t	V1	1.72e-03	344	Known																																																																													
3	M85RH	LIP	V1	9.52e-04	190	Known																																																																													
3	M85RH	PIP	V1	5.76e-04	115	Known																																																																													
3	M85RH	DP	V1	5.06e-04	101	NFP																																																																													
3	M85RH	STPr	V1	2.00e-05	4	NFP																																																																													
3	M85RH	STPi	V1	7.87e-04	157	Known																																																																													
3	M85RH	STPc	V1	1.94e-03	387	Known																																																																													
3	M85RH	PGa	V1	1.05e-03	210	Known																																																																													
3	M85RH	IPa	V1	6.21e-04	124	NFP																																																																													
3	M85RH	FST	V1	8.68e-03	1732	Known																																																																													
3	M85RH	MST	V1	6.50e-03	1298	Known																																																																													
3	M85RH	MT	V1	5.23e-02	10444	Known																																																																													
3	M85RH	TEO	V1	3.82e-02	7622	Known																																																																													
3	M85RH	TEOm	V1	2.20e-04	44	Known																																																																													
3	M85RH	PERI	V1	1.18e-03	235	Known																																																																													
3	M85RH	TEad	V1	1.50e-03	300	NFP																																																																													
3	M85RH	TEav	V1	1.45e-03	289	NFP																																																																													
3	M85RH	TEpd	V1	4.07e-03	813	Known																																																																													
3	M85RH	TEpv	V1	3.48e-03	695	Known																																																																													
3	M85RH	TEa/ma	V1	7.27e-04	145	NFP																																																																													
3	M85RH	TEa/mp	V1	1.72e-03	343	Known																																																																													
3	M85RH	TH/TF	V1	3.48e-03	694	Known																																																																													
3	M85RH	CORE	V1	1.55e-04	31	Known																																																																													
3	M85RH	MB	V1	1.25e-04	25	Known																																																																													
3	M85RH	LB	V1	1.00e-04	20	Known																																																																													
3	M85RH	PBc	V1	1.60e-04	32	Known																																																																													
3	M85RH	8l	V1	3.26e-04	65	Known																																																																													
4	M88RH	V2	V1	7.51e-01	27362	Known																																																																													
4	M88RH	V3	V1	3.73e-03	136	Known																																																																													
4	M88RH	V3A	V1	5.22e-03	190	Known																																																																													
4	M88RH	V4	V1	7.16e-02	2606	Known																																																																													
4	M88RH	V4t	V1	4.06e-03	148	Known																																																																													
4	M88RH	7op	V1	3.30e-04	12	NFP																																																																													
4	M88RH	LIP	V1	1.54e-03	56	Known																																																																													
4	M88RH	PIP	V1	1.10e-04	4	Known																																																																													
4	M88RH	DP	V1	7.96e-04	29	NFP																																																																													
4	M88RH	STPi	V1	2.20e-04	8	Known																																																																													
4	M88RH	STPc	V1	1.78e-03	65	Known																																																																													
4	M88RH	TPt	V1	1.10e-04	4	NFP																																																																													
4	M88RH	PGa	V1	8.51e-04	31	Known																																																																													
4	M88RH	IPa	V1	3.30e-04	12	NFP																																																																													
4	M88RH	FST	V1	1.01e-02	368	Known																																																																													
4	M88RH	MST	V1	6.89e-03	251	Known																																																																													
4	M88RH	MT	V1	7.83e-02	2850	Known																																																																													
4	M88RH	TEO	V1	2.57e-02	935	Known																																																																													
4	M88RH	TEOm	V1	5.82e-03	212	Known																																																																													
4	M88RH	PERI	V1	9.89e-04	36	Known																																																																													
4	M88RH	TEad	V1	5.49e-04	20	NFP																																																																													
4	M88RH	TEav	V1	2.28e-03	83	NFP																																																																													
4	M88RH	TEpd	V1	6.15e-03	224	Known																																																																													
4	M88RH	TEpv	V1	1.15e-02	420	Known																																																																													
4	M88RH	TEa/ma	V1	2.20e-04	8	NFP																																																																													
4	M88RH	TEa/mp	V1	2.75e-03	100	Known																																																																													
4	M88RH	TH/TF	V1	6.26e-03	228	Known																																																																													
4	M88RH	CORE	V1	5.49e-05	2	Known																																																																													
4	M88RH	MB	V1	5.49e-05	2	Known																																																																													
4	M88RH	LB	V1	1.10e-04	4	Known																																																																													
4	M88RH	PBc	V1	1.10e-04	4	Known																																																																													
4	M88RH	8l	V1	1.65e-04	6	Known																																																																													
5	M121LH	V2	V1	6.83e-01	66489	Known																																																																													
5	M121LH	V3	V1	9.48e-03	922	Known																																																																													
5	M121LH	V3A	V1	1.34e-03	130	Known																																																																													
5	M121LH	V4	V1	2.04e-01	19832	Known																																																																													
5	M121LH	V4t	V1	6.99e-04	68	Known																																																																													
5	M121LH	LIP	V1	1.91e-03	186	Known																																																																													
5	M121LH	PIP	V1	2.26e-03	220	Known																																																																													
5	M121LH	DP	V1	1.85e-04	18	NFP																																																																													
5	M121LH	STPi	V1	1.34e-04	13	Known																																																																													
5	M121LH	STPc	V1	1.56e-03	152	Known																																																																													
5	M121LH	PGa	V1	3.29e-04	32	Known																																																																													
5	M121LH	IPa	V1	1.44e-04	14	NFP																																																																													
5	M121LH	FST	V1	6.74e-03	656	Known																																																																													
5	M121LH	MST	V1	1.91e-03	186	Known																																																																													
5	M121LH	MT	V1	5.20e-02	5057	Known																																																																													
5	M121LH	TEO	V1	2.48e-02	2418	Known																																																																													
5	M121LH	TEOm	V1	3.60e-04	35	Known																																																																													
5	M121LH	PERI	V1	6.17e-04	60	Known																																																																													
5	M121LH	TEad	V1	5.14e-05	5	NFP																																																																													
5	M121LH	TEav	V1	4.52e-04	44	NFP																																																																													
5	M121LH	TEpd	V1	1.29e-03	126	Known																																																																													
5	M121LH	TEpv	V1	2.20e-03	214	Known																																																																													
5	M121LH	TEa/ma	V1	2.26e-04	22	NFP																																																																													
5	M121LH	TEa/mp	V1	2.48e-03	241	Known																																																																													
5	M121LH	TH/TF	V1	1.37e-03	133	Known																																																																													
5	M121LH	PBc	V1	2.06e-05	2	Known																																																																													
5	M121LH	8l	V1	3.19e-04	31	Known																																																																													
6	M101LH	V1	V2	7.33e-01	262279	Known																																																																													
6	M101LH	V3	V2	3.99e-02	14301	Known																																																																													
6	M101LH	V3A	V2	1.11e-03	399	Known																																																																													
6	M101LH	V4	V2	1.74e-01	62257	Known																																																																													
6	M101LH	V4t	V2	7.32e-04	262	Known																																																																													
6	M101LH	LIP	V2	8.80e-04	315	Known																																																																													
6	M101LH	VIP	V2	2.46e-04	88	NFP																																																																													
6	M101LH	PIP	V2	5.75e-04	206	Known																																																																													
6	M101LH	DP	V2	4.02e-04	144	Known																																																																													
6	M101LH	V6A	V2	3.91e-05	14	NFP																																																																													
6	M101LH	STPi	V2	2.51e-05	9	NFP																																																																													
6	M101LH	STPc	V2	9.50e-05	34	Known																																																																													
6	M101LH	TPt	V2	2.79e-06	1	NFP																																																																													
6	M101LH	PGa	V2	1.06e-04	38	Known																																																																													
6	M101LH	IPa	V2	7.54e-05	27	NFP																																																																													
6	M101LH	FST	V2	2.25e-03	807	Known																																																																													
6	M101LH	MST	V2	7.85e-04	281	Known																																																																													
6	M101LH	MT	V2	3.65e-02	13074	Known																																																																													
6	M101LH	TEO	V2	3.73e-03	1337	Known																																																																													
6	M101LH	TEOm	V2	2.12e-03	759	Known																																																																													
6	M101LH	PERI	V2	8.38e-05	30	NFP																																																																													
6	M101LH	TEad	V2	5.31e-05	19	NFP																																																																													
6	M101LH	TEav	V2	4.75e-05	17	NFP																																																																													
6	M101LH	TEpd	V2	7.96e-04	285	NFP																																																																													
6	M101LH	TEpv	V2	8.21e-04	294	Known																																																																													
6	M101LH	TEa/ma	V2	2.79e-06	1	Known																																																																													
6	M101LH	TEa/mp	V2	6.14e-05	22	Known																																																																													
6	M101LH	TH/TF	V2	1.97e-03	705	Known																																																																													
6	M101LH	MB	V2	8.38e-06	3	NFP																																																																													
6	M101LH	8l	V2	8.94e-05	32	NFP																																																																													
6	M101LH	8m	V2	1.68e-05	6	NFP																																																																													
7	M101RH	V1	V2	7.83e-01	191313	Known																																																																													
7	M101RH	V3	V2	4.33e-02	10590	Known																																																																													
7	M101RH	V3A	V2	3.76e-03	918	Known																																																																													
7	M101RH	V4	V2	1.10e-01	26919	Known																																																																													
7	M101RH	V4t	V2	8.80e-04	215	Known																																																																													
7	M101RH	LIP	V2	1.49e-03	363	Known																																																																													
7	M101RH	VIP	V2	9.41e-05	23	NFP																																																																													
7	M101RH	PIP	V2	2.90e-04	71	Known																																																																													
7	M101RH	DP	V2	8.35e-04	204	Known																																																																													
7	M101RH	V6A	V2	2.05e-05	5	NFP																																																																													
7	M101RH	STPi	V2	8.18e-05	20	NFP																																																																													
7	M101RH	STPc	V2	8.18e-05	20	Known																																																																													
7	M101RH	PGa	V2	3.27e-05	8	Known																																																																													
7	M101RH	IPa	V2	8.18e-06	2	NFP																																																																													
7	M101RH	FST	V2	2.38e-03	582	Known																																																																													
7	M101RH	MST	V2	1.21e-03	295	Known																																																																													
7	M101RH	MT	V2	4.08e-02	9973	Known																																																																													
7	M101RH	TEO	V2	5.00e-03	1222	Known																																																																													
7	M101RH	TEOm	V2	2.08e-03	509	Known																																																																													
7	M101RH	PERI	V2	1.02e-04	25	NFP																																																																													
7	M101RH	TEad	V2	2.86e-05	7	NFP																																																																													
7	M101RH	TEav	V2	4.09e-05	10	NFP																																																																													
7	M101RH	TEpd	V2	6.05e-04	148	NFP																																																																													
7	M101RH	TEpv	V2	1.46e-03	358	Known																																																																													
7	M101RH	TEa/ma	V2	1.64e-05	4	Known																																																																													
7	M101RH	TEa/mp	V2	1.55e-04	38	Known																																																																													
7	M101RH	TH/TF	V2	2.26e-03	553	Known																																																																													
7	M101RH	MB	V2	4.09e-06	1	NFP																																																																													
7	M101RH	8l	V2	1.15e-04	28	NFP																																																																													
7	M101RH	8m	V2	5.73e-05	14	NFP																																																																													
8	M103LH	V1	V2	7.75e-01	145246	Known																																																																													
8	M103LH	V3	V2	1.04e-02	1957	Known																																																																													
8	M103LH	V3A	V2	9.24e-04	173	Known																																																																													
8	M103LH	V4	V2	1.70e-01	31838	Known																																																																													
8	M103LH	V4t	V2	1.86e-03	349	Known																																																																													
8	M103LH	LIP	V2	4.97e-04	93	Known																																																																													
8	M103LH	VIP	V2	5.87e-05	11	NFP																																																																													
8	M103LH	PIP	V2	4.43e-04	83	Known																																																																													
8	M103LH	DP	V2	2.67e-05	5	Known																																																																													
8	M103LH	V6	V2	1.60e-05	3	NFP																																																																													
8	M103LH	V6A	V2	2.14e-05	4	NFP																																																																													
8	M103LH	STPr	V2	2.67e-05	5	Known																																																																													
8	M103LH	STPi	V2	1.01e-04	19	NFP																																																																													
8	M103LH	STPc	V2	8.54e-05	16	Known																																																																													
8	M103LH	PGa	V2	3.10e-04	58	Known																																																																													
8	M103LH	IPa	V2	1.07e-04	20	NFP																																																																													
8	M103LH	FST	V2	1.58e-03	296	Known																																																																													
8	M103LH	MST	V2	2.46e-04	46	Known																																																																													
8	M103LH	MT	V2	2.99e-02	5596	Known																																																																													
8	M103LH	TEO	V2	1.09e-03	204	Known																																																																													
8	M103LH	TEOm	V2	8.54e-04	160	Known																																																																													
8	M103LH	PERI	V2	4.27e-04	80	NFP																																																																													
8	M103LH	TEad	V2	4.27e-04	80	NFP																																																																													
8	M103LH	TEav	V2	6.25e-04	117	NFP																																																																													
8	M103LH	TEpd	V2	1.76e-03	329	NFP																																																																													
8	M103LH	TEpv	V2	1.16e-03	217	Known																																																																													
8	M103LH	TEa/ma	V2	1.55e-04	29	Known																																																																													
8	M103LH	TEa/mp	V2	1.01e-04	19	Known																																																																													
8	M103LH	TH/TF	V2	1.15e-03	215	Known																																																																													
8	M103LH	MB	V2	1.60e-05	3	NFP																																																																													
8	M103LH	PBc	V2	5.34e-06	1	NFP																																																																													
8	M103LH	8l	V2	1.23e-04	23	NFP																																																																													
9	M121RH	V1	V4	8.21e-03	1134	Known																																																																													
9	M121RH	V2	V4	3.46e-01	47725	Known																																																																													
9	M121RH	V3	V4	4.40e-02	6082	Known																																																																													
9	M121RH	V3A	V4	7.24e-05	10	Known																																																																													
9	M121RH	V4t	V4	8.39e-02	11588	Known																																																																													
9	M121RH	7A	V4	1.67e-04	23	Known																																																																													
9	M121RH	LIP	V4	3.70e-03	511	Known																																																																													
9	M121RH	PIP	V4	4.42e-04	61	Known																																																																													
9	M121RH	DP	V4	1.52e-04	21	Known																																																																													
9	M121RH	STPr	V4	1.96e-04	27	NFP																																																																													
9	M121RH	STPi	V4	7.97e-05	11	NFP																																																																													
9	M121RH	STPc	V4	1.30e-04	18	NFP																																																																													
9	M121RH	PGa	V4	4.71e-04	65	NFP																																																																													
9	M121RH	IPa	V4	6.16e-04	85	NFP																																																																													
9	M121RH	FST	V4	1.04e-02	1442	Known																																																																													
9	M121RH	MST	V4	1.74e-04	24	NFP																																																																													
9	M121RH	MT	V4	6.70e-02	9254	Known																																																																													
9	M121RH	TEO	V4	2.37e-01	32701	Known																																																																													
9	M121RH	TEOm	V4	2.22e-02	3062	Known																																																																													
9	M121RH	PERI	V4	8.42e-03	1162	Known																																																																													
9	M121RH	TEad	V4	2.52e-03	348	Known																																																																													
9	M121RH	TEav	V4	1.24e-02	1711	Known																																																																													
9	M121RH	TEpd	V4	7.42e-02	10249	Known																																																																													
9	M121RH	TEpv	V4	1.72e-02	2380	Known																																																																													
9	M121RH	TEa/ma	V4	7.10e-03	981	Known																																																																													
9	M121RH	TEa/mp	V4	3.53e-02	4878	Known																																																																													
9	M121RH	ENTO	V4	6.52e-05	9	NFP																																																																													
9	M121RH	TH/TF	V4	1.51e-02	2083	Known																																																																													
9	M121RH	INSULA	V4	8.69e-05	12	NFP																																																																													
9	M121RH	9/46d	V4	7.24e-06	1	NFP																																																																													
9	M121RH	8l	V4	2.85e-03	393	Known																																																																													
9	M121RH	8r	V4	1.38e-04	19	Known																																																																													
9	M121RH	45B	V4	2.90e-05	4	NFP																																																																													
10	M123LH	V1	V4	1.79e-02	1673	Known																																																																													
10	M123LH	V2	V4	4.36e-01	40739	Known																																																																													
10	M123LH	V3	V4	1.49e-02	1392	Known																																																																													
10	M123LH	V3A	V4	1.50e-04	14	Known																																																																													
10	M123LH	V4t	V4	4.02e-03	376	Known																																																																													
10	M123LH	7A	V4	4.28e-05	4	Known																																																																													
10	M123LH	LIP	V4	1.63e-03	152	Known																																																																													
10	M123LH	PIP	V4	8.55e-04	80	Known																																																																													
10	M123LH	DP	V4	4.28e-05	4	Known																																																																													
10	M123LH	STPr	V4	2.89e-04	27	NFP																																																																													
10	M123LH	STPi	V4	3.85e-04	36	NFP																																																																													
10	M123LH	STPc	V4	8.55e-05	8	NFP																																																																													
10	M123LH	PGa	V4	7.70e-04	72	NFP																																																																													
10	M123LH	IPa	V4	1.92e-03	180	NFP																																																																													
10	M123LH	FST	V4	1.46e-02	1369	Known																																																																													
10	M123LH	MST	V4	8.55e-05	8	NFP																																																																													
10	M123LH	MT	V4	1.02e-01	9572	Known																																																																													
10	M123LH	TEO	V4	2.39e-01	22341	Known																																																																													
10	M123LH	TEOm	V4	1.04e-02	971	Known																																																																													
10	M123LH	PERI	V4	6.62e-03	619	Known																																																																													
10	M123LH	TEad	V4	3.75e-03	351	Known																																																																													
10	M123LH	TEav	V4	2.74e-03	256	Known																																																																													
10	M123LH	TEpd	V4	7.55e-02	7064	Known																																																																													
10	M123LH	TEpv	V4	3.74e-02	3496	Known																																																																													
10	M123LH	TEa/ma	V4	3.81e-03	356	Known																																																																													
10	M123LH	TEa/mp	V4	9.58e-03	896	Known																																																																													
10	M123LH	ENTO	V4	6.42e-05	6	NFP																																																																													
10	M123LH	TH/TF	V4	1.34e-02	1252	Known																																																																													
10	M123LH	LB	V4	2.14e-05	2	NFP																																																																													
10	M123LH	INSULA	V4	5.35e-05	5	NFP																																																																													
10	M123LH	9/46v	V4	3.21e-05	3	NFP																																																																													
10	M123LH	8l	V4	1.99e-03	186	Known																																																																													
10	M123LH	45B	V4	4.28e-05	4	NFP																																																																													
11	M119LH	V2	TEO	2.43e-02	3782	Known																																																																													
11	M119LH	V3	TEO	1.23e-01	19116	Known																																																																													
11	M119LH	V3A	TEO	4.94e-04	77	Known																																																																													
11	M119LH	V4	TEO	2.56e-01	39911	Known																																																																													
11	M119LH	V4t	TEO	5.87e-03	915	Known																																																																													
11	M119LH	7A	TEO	4.62e-04	72	Known																																																																													
11	M119LH	7B	TEO	2.57e-05	4	Known																																																																													
11	M119LH	LIP	TEO	7.90e-03	1232	Known																																																																													
11	M119LH	MIP	TEO	1.92e-05	3	NFP																																																																													
11	M119LH	PIP	TEO	1.71e-03	267	NFP																																																																													
11	M119LH	DP	TEO	1.17e-03	182	Known																																																																													
11	M119LH	5	TEO	2.57e-05	4	NFP																																																																													
11	M119LH	7m	TEO	5.13e-05	8	NFP																																																																													
11	M119LH	STPr	TEO	1.31e-03	205	Known																																																																													
11	M119LH	STPi	TEO	1.28e-04	20	Known																																																																													
11	M119LH	STPc	TEO	1.92e-05	3	Known																																																																													
11	M119LH	PGa	TEO	4.55e-03	709	Known																																																																													
11	M119LH	IPa	TEO	5.59e-03	871	Known																																																																													
11	M119LH	FST	TEO	6.98e-02	10878	Known																																																																													
11	M119LH	MST	TEO	5.84e-04	91	Known																																																																													
11	M119LH	MT	TEO	2.44e-02	3805	Known																																																																													
11	M119LH	TEOm	TEO	4.03e-02	6291	Known																																																																													
11	M119LH	PERI	TEO	1.75e-02	2731	Known																																																																													
11	M119LH	TEad	TEO	8.81e-03	1373	Known																																																																													
11	M119LH	TEav	TEO	1.56e-02	2437	Known																																																																													
11	M119LH	TEpd	TEO	2.31e-01	36077	Known																																																																													
11	M119LH	TEpv	TEO	9.08e-02	14153	Known																																																																													
11	M119LH	TEa/ma	TEO	1.57e-02	2441	Known																																																																													
11	M119LH	TEa/mp	TEO	2.95e-02	4599	Known																																																																													
11	M119LH	ENTO	TEO	2.57e-05	4	NFP																																																																													
11	M119LH	TH/TF	TEO	1.46e-02	2276	Known																																																																													
11	M119LH	POLE	TEO	2.89e-04	45	Known																																																																													
11	M119LH	MB	TEO	3.85e-05	6	NFP																																																																													
11	M119LH	LB	TEO	1.28e-05	2	NFP																																																																													
11	M119LH	PBr	TEO	5.13e-05	8	NFP																																																																													
11	M119LH	PBc	TEO	7.70e-05	12	NFP																																																																													
11	M119LH	Parainsula	TEO	4.49e-05	7	NFP																																																																													
11	M119LH	INSULA	TEO	1.28e-04	20	NFP																																																																													
11	M119LH	1	TEO	2.57e-05	4	NFP																																																																													
11	M119LH	2	TEO	3.85e-05	6	NFP																																																																													
11	M119LH	3	TEO	1.22e-04	19	NFP																																																																													
11	M119LH	23	TEO	1.28e-05	2	NFP																																																																													
11	M119LH	24a	TEO	7.70e-05	12	NFP																																																																													
11	M119LH	24b	TEO	3.85e-05	6	NFP																																																																													
11	M119LH	24d	TEO	1.92e-05	3	NFP																																																																													
11	M119LH	F2	TEO	6.41e-06	1	NFP																																																																													
11	M119LH	F7	TEO	4.49e-05	7	NFP																																																																													
11	M119LH	F5	TEO	3.85e-05	6	NFP																																																																													
11	M119LH	ProM	TEO	1.28e-05	2	NFP																																																																													
11	M119LH	46d	TEO	1.28e-05	2	NFP																																																																													
11	M119LH	46v	TEO	3.85e-05	6	Known																																																																													
11	M119LH	9/46d	TEO	2.57e-05	4	NFP																																																																													
11	M119LH	9/46v	TEO	3.91e-04	61	Known																																																																													
11	M119LH	8B	TEO	1.28e-05	2	Known																																																																													
11	M119LH	8l	TEO	6.08e-03	948	Known																																																																													
11	M119LH	8r	TEO	5.39e-04	84	Known																																																																													
11	M119LH	45B	TEO	4.17e-04	65	Known																																																																													
11	M119LH	45A	TEO	1.92e-05	3	Known																																																																													
11	M119LH	44	TEO	1.28e-05	2	NFP																																																																													
11	M119LH	11	TEO	1.28e-05	2	NFP																																																																													
11	M119LH	12	TEO	2.37e-04	37	Known																																																																													
12	M106LH	V2	9/46d	1.78e-03	458	Known																																																																													
12	M106LH	V3	9/46d	4.66e-05	12	NFP																																																																													
12	M106LH	V4	9/46d	8.55e-05	22	NFP																																																																													
12	M106LH	Pro.St.	9/46d	2.10e-04	54	Known																																																																													
12	M106LH	7op	9/46d	8.32e-04	214	Known																																																																													
12	M106LH	7A	9/46d	7.31e-04	188	Known																																																																													
12	M106LH	7B	9/46d	1.11e-03	286	Known																																																																													
12	M106LH	LIP	9/46d	2.43e-03	626	Known																																																																													
12	M106LH	VIP	9/46d	7.62e-04	196	NFP																																																																													
12	M106LH	MIP	9/46d	1.63e-04	42	NFP																																																																													
12	M106LH	PIP	9/46d	1.55e-05	4	NFP																																																																													
12	M106LH	DP	9/46d	4.66e-05	12	NFP																																																																													
12	M106LH	V6	9/46d	9.64e-04	248	NFP																																																																													
12	M106LH	V6A	9/46d	1.93e-02	4960	NFP																																																																													
12	M106LH	5	9/46d	9.72e-04	250	Known																																																																													
12	M106LH	7m	9/46d	3.45e-02	8878	Known																																																																													
12	M106LH	STPr	9/46d	1.52e-04	39	Known																																																																													
12	M106LH	STPi	9/46d	6.50e-03	1672	Known																																																																													
12	M106LH	STPc	9/46d	2.56e-02	6599	Known																																																																													
12	M106LH	TPt	9/46d	8.39e-04	216	NFP																																																																													
12	M106LH	PGa	9/46d	4.59e-04	118	NFP																																																																													
12	M106LH	FST	9/46d	2.88e-04	74	NFP																																																																													
12	M106LH	MST	9/46d	1.96e-03	504	NFP																																																																													
12	M106LH	MT	9/46d	2.25e-04	58	NFP																																																																													
12	M106LH	TEO	9/46d	7.77e-06	2	NFP																																																																													
12	M106LH	PERI	9/46d	7.77e-06	2	NFP																																																																													
12	M106LH	TEad	9/46d	1.55e-05	4	NFP																																																																													
12	M106LH	TEav	9/46d	7.77e-06	2	NFP																																																																													
12	M106LH	TEa/ma	9/46d	1.17e-05	3	NFP																																																																													
12	M106LH	TEa/mp	9/46d	7.77e-06	2	NFP																																																																													
12	M106LH	POLE	9/46d	1.17e-04	30	Known																																																																													
12	M106LH	CORE	9/46d	1.55e-05	4	NFP																																																																													
12	M106LH	MB	9/46d	2.25e-04	58	NFP																																																																													
